"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"우장산동272",1,서울특별시 강서구 화곡로31다길 10,서울특별시 강서구 화곡동 1029,37.5448134161,126.8385534698,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동273",1,서울특별시 강서구 화곡로31다길 10,서울특별시 강서구 화곡동 1029,37.5448134161,126.8385534698,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동277",1,서울특별시 강서구 화곡로31길 76-18,서울특별시 강서구 화곡동 1029-16,37.5448173371,126.8392481333,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동279",1,서울특별시 강서구 화곡로31가길 78-4,서울특별시 강서구 화곡동 1027-58,37.5451558144,126.8394264219,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동281",1,서울특별시 강서구 화곡로31가길 75-1,서울특별시 강서구 화곡동 1029-31,37.5447814186,126.8396688154,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동282",1,서울특별시 강서구 화곡로31가길 70-3,서울특별시 강서구 화곡동 1027-61,37.5450614241,126.8397832969,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동283",1,서울특별시 강서구 화곡로31나길 7,서울특별시 강서구 화곡동 1029-37,37.5448194457,126.8399381612,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동284",1,서울특별시 강서구 화곡로31나길 13,서울특별시 강서구 화곡동 1027-106,37.5450750200,126.8399758620,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동285",1,서울특별시 강서구 화곡로31나길 5,서울특별시 강서구 화곡동 1029-36,37.5447165347,126.8399255945,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동287",1,서울특별시 강서구 화곡로31나길 16,서울특별시 강서구 화곡동 1027-76,,,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동291",1,서울특별시 강서구 화곡로31나길 19-14,서울특별시 강서구 화곡동 1027-118,37.5454567434,126.8392906656,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동294",1,서울특별시 강서구 화곡로31나길 19-24,서울특별시 강서구 화곡동 1027-35,37.5453081785,126.8388350713,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동296",1,서울특별시 강서구 화곡로31다길 14,서울특별시 강서구 화곡동 1027-25,37.5449596855,126.8384490496,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동297",1,서울특별시 강서구 화곡로31다길 21,서울특별시 강서구 화곡동 1027-10,37.5451392256,126.8379019975,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동298",1,서울특별시 강서구 화곡로31다길 21,서울특별시 강서구 화곡동 1027-9,37.5451392256,126.8379019975,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동299",1,서울특별시 강서구 화곡로31다길 21,서울특별시 강서구 화곡동 1026-2,37.5451392256,126.8379019975,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동300",1,서울특별시 강서구 강서로 216-8,서울특별시 강서구 화곡동 1026-21,37.5452394664,126.8376103991,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동302",1,서울특별시 강서구 강서로 210,서울특별시 강서구 화곡동 1026-5,37.5448063005,126.8377007329,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동304",1,서울특별시 강서구 화곡로31나길 47,서울특별시 강서구 화곡동 1027-15,37.5454556990,126.8385910111,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동305",1,서울특별시 강서구 화곡로31나길 43,서울특별시 강서구 화곡동 1027-34,37.5454628134,126.8387863067,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동306",1,서울특별시 강서구 화곡로31나길 33,서울특별시 강서구 화곡동 1027-38,37.5455448812,126.8393055265,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동308",1,서울특별시 강서구 화곡로31나길 21,서울특별시 강서구 화곡동 1027-39,37.5453925676,126.8398029567,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동311",1,서울특별시 강서구 강서로 282,서울특별시 강서구 내발산동 702-16,37.5509067875,126.8365978265,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동312",1,서울특별시 강서구 강서로46길 9,서울특별시 강서구 내발산동 702-22,37.5508932986,126.8369425607,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동313",1,서울특별시 강서구 강서로46길 9,서울특별시 강서구 내발산동 707,37.5508932986,126.8369425607,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동314",1,서울특별시 강서구 강서로 266,서울특별시 강서구 내발산동 707,37.5482625768,126.8409806064,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동315",1,서울특별시 강서구 강서로46길 23,서울특별시 강서구 내발산동 707,37.5508825455,126.8381642147,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동316",1,서울특별시 강서구 강서로46길 23,서울특별시 강서구 내발산동 707,37.5508825455,126.8381642147,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동317",1,서울특별시 강서구 강서로46길 23,서울특별시 강서구 내발산동 707,37.5508825455,126.8381642147,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동318",1,서울특별시 강서구 우장산로4길 83,서울특별시 강서구 내발산동 706-13,37.5508930781,126.8384866029,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동319",1,서울특별시 강서구 강서로46길 39,서울특별시 강서구 내발산동 706-12,37.5508779293,126.8386755102,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동320",1,서울특별시 강서구 강서로46길 39-6,서울특별시 강서구 내발산동 706-7,37.5510341017,126.8389611455,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동321",1,서울특별시 강서구 강서로46길 39-8,서울특별시 강서구 내발산동 706-8,,,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동322",1,서울특별시 강서구 강서로46길 43,서울특별시 강서구 내발산동 706-6,37.5508753474,126.8388961901,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동323",1,서울특별시 강서구 강서로46길 47,서울특별시 강서구 내발산동 706-5,37.5508900866,126.8390671527,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동324",1,서울특별시 강서구 강서로46길 47,서울특별시 강서구 화곡동 1089-2,37.5508900866,126.8390671527,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동325",1,서울특별시 강서구 강서로46길 51,서울특별시 강서구 내발산동 706-3,37.5510509024,126.8391242956,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동326",1,서울특별시 강서구 강서로46길 60,서울특별시 강서구 내발산동 673-11,37.5511761189,126.8393727670,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동327",1,서울특별시 강서구 강서로46길 78,서울특별시 강서구 내발산동 738,37.5518596702,126.8398773865,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동328",1,서울특별시 강서구 우장산로4길 65-5,서울특별시 강서구 내발산동 705-11,37.5517721061,126.8390254212,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동329",1,서울특별시 강서구 강서로46길 79,서울특별시 강서구 내발산동 730,37.5520550046,126.8393454180,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동330",1,서울특별시 강서구 강서로46길 79,서울특별시 강서구 내발산동 730,37.5520550046,126.8393454180,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동331",1,서울특별시 강서구 강서로46길 79,서울특별시 강서구 내발산동 730,37.5520550046,126.8393454180,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동332",1,서울특별시 강서구 강서로46길 79,서울특별시 강서구 내발산동 730,37.5520550046,126.8393454180,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동333",1,서울특별시 강서구 우장산로4길 60,서울특별시 강서구 내발산동 704-2,37.5519154209,126.8383411262,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동334",1,서울특별시 강서구 강서로46길 23,서울특별시 강서구 내발산동 707,37.5508825455,126.8381642147,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동335",1,서울특별시 강서구 우장산로2길 65-15,서울특별시 강서구 내발산동 704-10,37.5518763598,126.8379118517,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동336",1,서울특별시 강서구 강서로46길 23,서울특별시 강서구 내발산동 707,37.5508825455,126.8381642147,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동337",1,서울특별시 강서구 우장산로2길 65-5,서울특별시 강서구 내발산동 704-14,37.5518252401,126.8374289624,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동338",1,서울특별시 강서구 우장산로2길 66,서울특별시 강서구 내발산동 702-7,37.5517909713,126.8368839080,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동339",1,서울특별시 강서구 강서로46길 23,서울특별시 강서구 내발산동 707,37.5508825455,126.8381642147,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동340",1,서울특별시 강서구 강서로46길 23,서울특별시 강서구 내발산동 707,37.5508825455,126.8381642147,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동341",1,서울특별시 강서구 우장산로2길 84,서울특별시 강서구 내발산동 702-23,37.5510005252,126.8369483249,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동342",1,서울특별시 강서구 우장산로2길 84,서울특별시 강서구 내발산동 702-23,37.5510005252,126.8369483249,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동343",1,서울특별시 강서구 우장산로2길 60,서울특별시 강서구 내발산동 702-18,37.5519597017,126.8369300523,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동344",1,서울특별시 강서구 우장산로2길 56,서울특별시 강서구 내발산동 702-3,37.5522841219,126.8368439033,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동345",1,서울특별시 강서구 강서로48길 6,서울특별시 강서구 내발산동 702-1,37.5525105917,126.8368795104,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동346",1,서울특별시 강서구 우장산로2길 61,서울특별시 강서구 내발산동 704,37.5520158112,126.8371748257,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동347",1,서울특별시 강서구 강서로48길 20-8,서울특별시 강서구 내발산동 703-9,37.5522526737,126.8374948034,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동348",1,서울특별시 강서구 우장산로2길 57-12,서울특별시 강서구 내발산동 704-1,37.5520460583,126.8376791501,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동349",1,서울특별시 강서구 강서로48길 20-3,서울특별시 강서구 내발산동 703-12,37.5523368849,126.8377335193,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동350",1,서울특별시 강서구 우장산로2길 57-15,서울특별시 강서구 내발산동 703-16,37.5522545162,126.8379832342,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동351",1,서울특별시 강서구 우장산로2길 57-21,서울특별시 강서구 내발산동 703-20,37.5522364629,126.8382217191,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동352",1,서울특별시 강서구 우장산로4길 60,서울특별시 강서구 내발산동 704-2,37.5519154209,126.8383411262,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동353",1,서울특별시 강서구 우장산로4길 60,서울특별시 강서구 내발산동 704-2,37.5519154209,126.8383411262,,통신주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동354",1,서울특별시 강서구 강서로46길 79,서울특별시 강서구 내발산동 730,37.5520550046,126.8393454180,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동355",1,서울특별시 강서구 강서로46길 79,서울특별시 강서구 내발산동 730,37.5520550046,126.8393454180,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동356",1,서울특별시 강서구 우장산로8길 54,서울특별시 강서구 내발산동 674-20,37.5524993178,126.8400321910,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동358",1,서울특별시 강서구 강서로48길 53,서울특별시 강서구 내발산동 674-13,37.5524500256,126.8394954240,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동359",1,서울특별시 강서구 강서로48길 49-8,서울특별시 강서구 내발산동 674-11,37.5526128249,126.8395536964,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동360",1,서울특별시 강서구 강서로48길 49,서울특별시 강서구 내발산동 674-4,37.5525273403,126.8393034370,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동361",1,서울특별시 강서구 강서로48길 41,서울특별시 강서구 내발산동 676-26,37.5525539999,126.8388333895,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동362",1,서울특별시 강서구 강서로48길 40,서울특별시 강서구 내발산동 703-26,37.5523565734,126.8386223025,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동363",1,서울특별시 강서구 강서로48길 33,서울특별시 강서구 내발산동 676-21,37.5525844956,126.8384027161,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동364",1,서울특별시 강서구 강서로48길 31-7,서울특별시 강서구 내발산동 676-17,37.5528191509,126.8382313238,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동365",1,서울특별시 강서구 강서로48길 21,서울특별시 강서구 내발산동 676-11,37.5526631451,126.8377401679,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동366",1,서울특별시 강서구 강서로48길 17-6,서울특별시 강서구 내발산동 676-10,37.5528034751,126.8377727959,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동367",1,서울특별시 강서구 우장산로6길 73,서울특별시 강서구 내발산동 676-8,37.5530333743,126.8378126991,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동368",1,서울특별시 강서구 우장산로2길 45,서울특별시 강서구 내발산동 676-30,37.5527164855,126.8373482608,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동369",1,서울특별시 강서구 강서로48길 9,서울특별시 강서구 내발산동 677-12,37.5527200437,126.8369883753,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동370",1,서울특별시 강서구 우장산로2길 46,서울특별시 강서구 내발산동 677-25,37.5527871950,126.8370732191,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동371",1,서울특별시 강서구 우장산로2길 36,서울특별시 강서구 내발산동 677-14,37.5531133502,126.8371344129,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동372",1,서울특별시 강서구 우장산로2길 34,서울특별시 강서구 내발산동 677-22,37.5532908244,126.8372490074,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동373",1,서울특별시 강서구 우장산로6길 75,서울특별시 강서구 내발산동 676-6,37.5530575868,126.8375983034,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동374",1,서울특별시 강서구 우장산로6길 67,서울특별시 강서구 내발산동 676-15,37.5529847344,126.8380854299,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동375",1,서울특별시 강서구 우장산로2길 21-22,서울특별시 강서구 내발산동 675-6,37.5534688047,126.8387179097,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동376",1,서울특별시 강서구 우장산로6길 60,서울특별시 강서구 내발산동 675-15,37.5531156824,126.8385043273,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동377",1,서울특별시 강서구 우장산로6길 52,서울특별시 강서구 내발산동 675-9,37.5531638378,126.8389309866,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동378",1,서울특별시 강서구 우장산로4길 40,서울특별시 강서구 내발산동 676-23,37.5528149933,126.8387487427,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동379",1,서울특별시 강서구 우장산로4길 37,서울특별시 강서구 내발산동 674,37.5528685192,126.8392161299,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동380",1,서울특별시 강서구 우장산로6길 41,서울특별시 강서구 내발산동 674-9,37.5528176896,126.8396038438,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동381",1,서울특별시 강서구 우장산로8길 58-6,서울특별시 강서구 내발산동 674-19,37.5526211560,126.8399164982,,통신주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동382",1,서울특별시 강서구 우장산로6길 38,서울특별시 강서구 내발산동 671-40,37.5530339426,126.8398129705,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동383",1,서울특별시 강서구 우장산로6길 33,서울특별시 강서구 내발산동 674-29,37.5529461211,126.8401644364,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동384",1,서울특별시 강서구 우장산로8길 42,서울특별시 강서구 내발산동 674-33,37.5528662513,126.8405335391,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동385",1,서울특별시 강서구 우장산로8길 54,서울특별시 강서구 내발산동 674-20,37.5524993178,126.8400321910,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동386",1,서울특별시 강서구 우장산로8길 46,서울특별시 강서구 내발산동 674-23,37.5526340525,126.8403914409,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동387",1,서울특별시 강서구 우장산로8길 45,서울특별시 강서구 내발산동 673-6,37.5524820831,126.8406128967,,통신주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동388",1,서울특별시 강서구 우장산로8길 35,서울특별시 강서구 내발산동 673-3,37.5529230167,126.8409363013,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동389",1,서울특별시 강서구 우장산로8길 41,서울특별시 강서구 내발산동 673-5,37.5526704032,126.8407550887,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동390",1,서울특별시 강서구 우장산로8길 41,서울특별시 강서구 내발산동 673-5,37.5526704032,126.8407550887,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동391",1,서울특별시 강서구 우장산로8길 35,서울특별시 강서구 내발산동 673-3,37.5529230167,126.8409363013,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동392",1,서울특별시 강서구 우장산로8길 28,서울특별시 강서구 내발산동 672-24,37.5533407059,126.8409934698,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동393",1,서울특별시 강서구 우장산로8길 24,서울특별시 강서구 내발산동 672-17,37.5534491882,126.8410620468,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동394",1,서울특별시 강서구 우장산로8길 15,서울특별시 강서구 내발산동 673-1,37.5536188036,126.8415668796,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동395",1,서울특별시 강서구 우장산로8길 28,서울특별시 강서구 내발산동 672-24,37.5533407059,126.8409934698,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동396",1,서울특별시 강서구 우장산로8길 30,서울특별시 강서구 내발산동 674-36,37.5532241050,126.8408508971,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동397",1,서울특별시 강서구 우장산로6길 25,서울특별시 강서구 내발산동 674-31,37.5532871608,126.8403732989,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동398",1,서울특별시 강서구 우장산로6길 20,서울특별시 강서구 내발산동 671-23,37.5536539873,126.8401960836,,통신주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동399",1,서울특별시 강서구 우장산로6길 9,서울특별시 강서구 내발산동 672-14,37.5539223259,126.8406120929,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동400",1,서울특별시 강서구 우장산로8길 14-9,서울특별시 강서구 내발산동 672-12,37.5538222998,126.8409347295,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동401",1,서울특별시 강서구 우장산로8길 16,서울특별시 강서구 내발산동 672-9,37.5536604669,126.8411921969,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동402",1,서울특별시 강서구 우장산로8길 15,서울특별시 강서구 내발산동 673-1,37.5536188036,126.8415668796,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동403",1,서울특별시 강서구 우장산로 44,서울특별시 강서구 내발산동 673,37.5540709438,126.8418505479,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동404",1,서울특별시 강서구 우장산로 44,서울특별시 강서구 내발산동 673,37.5540709438,126.8418505479,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동405",1,서울특별시 강서구 우장산로 26,서울특별시 강서구 내발산동 671-31,37.5543943102,126.8400436450,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동406",1,서울특별시 강서구 우장산로 24-7,서울특별시 강서구 내발산동 671-30,37.5541914876,126.8401040593,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동407",1,서울특별시 강서구 우장산로 24-13,서울특별시 강서구 내발산동 671-26,37.5538613255,126.8400103802,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동408",1,서울특별시 강서구 우장산로 24-21,서울특별시 강서구 내발산동 671-37,37.5535266148,126.8398181403,,통신주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동409",1,서울특별시 강서구 우장산로4길 19,서울특별시 강서구 내발산동 671-37,37.5536451886,126.8394883340,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동410",1,서울특별시 강서구 우장산로6길 38-6,서울특별시 강서구 내발산동 671-17,37.5531666794,126.8397613073,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동411",1,서울특별시 강서구 우장산로6길 38-6,서울특별시 강서구 내발산동 671-17,37.5531666794,126.8397613073,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동412",1,서울특별시 강서구 우장산로4길 26,서울특별시 강서구 내발산동 671-38,37.5534009414,126.8391668888,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동413",1,서울특별시 강서구 우장산로2길 21-27,서울특별시 강서구 내발산동 735,37.5537329657,126.8390397636,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동414",1,서울특별시 강서구 우장산로2길 21-27,서울특별시 강서구 내발산동 735,37.5537329657,126.8390397636,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동415",1,서울특별시 강서구 우장산로2길 21-21,서울특별시 강서구 내발산동 735,37.5536446161,126.8387375620,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동416",1,서울특별시 강서구 우장산로2길 21-21,서울특별시 강서구 내발산동 670-44,37.5536446161,126.8387375620,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동417",1,서울특별시 강서구 우장산로2길 21-13,서울특별시 강서구 내발산동 670-62,37.5537412870,126.8382719960,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동418",1,서울특별시 강서구 우장산로2길 21-7,서울특별시 강서구 내발산동 670-48,37.5537838904,126.8379334103,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동419",1,서울특별시 강서구 우장산로2길 25,서울특별시 강서구 내발산동 675,37.5535777764,126.8376303335,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동420",1,서울특별시 강서구 우장산로2길 28,서울특별시 강서구 내발산동 677-26,37.5535870155,126.8373385601,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동421",1,서울특별시 강서구 우장산로2길 22,서울특별시 강서구 내발산동 677-19,37.5538101247,126.8374202372,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동422",1,서울특별시 강서구 우장산로2길 15-4,서울특별시 강서구 내발산동 670-33,37.5539691133,126.8377861132,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동423",1,서울특별시 강서구 강서로 312-11,서울특별시 강서구 내발산동 677-3,37.5539144128,126.8373204202,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동424",1,서울특별시 강서구 강서로 312-4,서울특별시 강서구 내발산동 677-7,37.5536088261,126.8370818421,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동425",1,서울특별시 강서구 우장산로2길 15,서울특별시 강서구 내발산동 670-51,37.5541069172,126.8377507314,,건축물,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동426",1,서울특별시 강서구 우장산로2길 15-13,서울특별시 강서구 내발산동 670-6,37.5540308906,126.8384205296,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동427",1,서울특별시 강서구 우장산로2길 15-19,서울특별시 강서구 내발산동 670-21,37.5540932006,126.8387875225,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동428",1,서울특별시 강서구 우장산로 12-5,서울특별시 강서구 내발산동 670-17,37.5543005944,126.8389080560,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동429",1,서울특별시 강서구 우장산로 16,서울특별시 강서구 내발산동 670-14,37.5544746622,126.8388385334,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동430",1,서울특별시 강서구 우장산로2길 15-19,서울특별시 강서구 내발산동 670-21,37.5540932006,126.8387875225,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동431",1,서울특별시 강서구 우장산로4길 16,서울특별시 강서구 내발산동 670-40,37.5538399470,126.8393285718,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동432",1,서울특별시 강서구 우장산로 18-10,서울특별시 강서구 내발산동 670-22,37.5541856207,126.8390353949,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동433",1,서울특별시 강서구 우장산로4길 4-5,서울특별시 강서구 내발산동 670-28,37.5541901101,126.8392885496,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동434",1,서울특별시 강서구 우장산로4길 4-8,서울특별시 강서구 내발산동 670-27,37.5543627905,126.8392586410,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동435",1,서울특별시 강서구 우장산로4길 12,서울특별시 강서구 내발산동 670-29,37.5541140720,126.8394254237,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동436",1,서울특별시 강서구 우장산로4길 4,서울특별시 강서구 내발산동 670-25,37.5544394147,126.8395526097,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동437",1,서울특별시 강서구 우장산로2길 5,서울특별시 강서구 내발산동 670-12,37.5544286793,126.8378280091,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동438",1,서울특별시 강서구 강서로 318-7,서울특별시 강서구 내발산동 669-3,37.5543078296,126.8375469266,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동439",1,서울특별시 강서구 강서로 322,서울특별시 강서구 내발산동 669-2,37.5543851459,126.8371623147,,한전주,02-2600-6407,서울특별시 강서구청,2021-03-19
"우장산동440",1,서울특별시 강서구 우장산로 5-12,서울특별시 강서구 내발산동 665-21,37.5549701832,126.8382914089,,전용주,02-2600-6407,서울특별시 강서구청,2021-03-19
