"관리번호","자치구","와이파이명","도로명주소","상세주소","설치위치(층)","설치유형","설치기관","서비스구분","망종류","설치년도","실내외구분","wifi접속환경","X좌표","Y좌표","작업일자"
"GS150022","강서구","가양3동","허준로186","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85998","37.5616","2022-03-06 10:57:52.0"
"GS150023","강서구","가양3동","양천로59길 가양초등학교","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.859665","37.56121","2022-03-06 10:57:52.0"
"GS150024","강서구","가양3동 아파트놀이터","가양동 1482","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85783","37.5628","2022-03-06 10:57:52.0"
"GS150025","강서구","가양3동","가양동 1486","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85927","37.561928","2022-03-06 10:57:52.0"
"GS150026","강서구","가양3동","허준로221-40","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86143","37.563572","2022-03-06 10:57:52.0"
"GS150027","강서구","가양3동","허준로 209","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.861435","37.560795","2022-03-06 10:57:52.0"
"GS150028","강서구","가양3동","허준로 217","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86409","37.55935","2022-03-06 10:57:52.0"
"GS150029","강서구","가양3동","허준로 230","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86311","37.55966","2022-03-06 10:57:52.0"
"GS150030","강서구","가양3동","양천로 559","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86152","37.55833","2022-03-06 10:57:52.0"
"GS150031","강서구","가양3동","가양동 1488-1(지상3층 다목적실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86045","37.56107","2022-03-06 10:57:52.0"
"GS150032","강서구","가양동 별관","가양동 1488-9(지상6층 구정연구단)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85963","37.560596","2022-03-06 10:57:52.0"
"GS150033","강서구","가양 빗물펌프장","가양동 1493","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86569","37.560055","2022-03-06 10:57:52.0"
"GS150034","강서구","황금내근린공원","염창동 233-1","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86217","37.56355","2022-03-06 10:57:52.0"
"GS150035","강서구","황금내근린공원","염창동 233-1","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86217","37.56355","2022-03-06 10:57:52.0"
"GS150036","강서구","가양 레포츠센터","가양동 1493 1F 체육관 단상","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86569","37.560055","2022-03-06 10:57:52.0"
"GS150037","강서구","가양 레포츠센터","가양동 1493 2F 체육관 사무실","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86569","37.560055","2022-03-06 10:57:52.0"
"GS150038","강서구","가양레포츠센터","가양동 1493","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86569","37.560055","2022-03-06 10:57:52.0"
"GS150039","강서구","가양레포츠센터","가양동 1493","","","4. 문화관광체육시설","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86569","37.560055","2022-03-06 10:57:52.0"
"GS150040","강서구","가양레포츠센터","가양동 1493","","","4. 문화관광체육시설","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86569","37.560055","2022-03-06 10:57:52.0"
"GS160008","강서구","발산1동","발산1동 686-5  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.81014","37.558804","2022-03-06 10:57:52.0"
"GS160009","강서구","발산1동","발산1동 686-5  2층 책향기작은도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.81014","37.558804","2022-03-06 10:57:52.0"
"GS160010","강서구","발산1동","발산1동 686-5  정면 2층 주차장 쪽","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.83314","37.55302","2022-03-06 10:57:52.0"
"GS160011","강서구","발산1동","발산1동 686-5  후면 2층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.83318","37.55316","2022-03-06 10:57:52.0"
"GS160030","강서구","강서수산물도매시장","발산1동_외발산동 424  시장 내 (B21 점포 옆)","","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","126.81861","37.55325","2022-03-06 10:57:52.0"
"GS160031","강서구","강서수산물도매시장","발산1동_외발산동 424  시장 내 (B28 점포 옆)","","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","126.81864","37.552895","2022-03-06 10:57:52.0"
"GS160032","강서구","강서수산물도매시장","발산1동_외발산동 424  시장 내 (B36 점포 옆)","","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","126.81867","37.5525","2022-03-06 10:57:52.0"
"GS160033","강서구","강서수산물도매시장","발산1동_외발산동 424  시장 내 (D18 점포 옆)","","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","126.81872","37.55215","2022-03-06 10:57:52.0"
"GS160034","강서구","강서수산물도매시장","발산1동_외발산동 424  경매시장 내 기둥","","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","126.8189","37.55302","2022-03-06 10:57:52.0"
"GS160035","강서구","발산1동","강서로 329","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83698","37.555214","2022-03-06 10:57:52.0"
"GS160036","강서구","발산1동","강서로 317-3","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83664","37.554146","2022-03-06 10:57:52.0"
"GS160037","강서구","발산1동","강서로 299","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83617","37.552483","2022-03-06 10:57:52.0"
"GS160038","강서구","발산1동","강서로45길 87","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.832054","37.54929","2022-03-06 10:57:52.0"
"GS160039","강서구","발산1동","강서로45길 104","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83162","37.550163","2022-03-06 10:57:52.0"
"GS160040","강서구","발산1동","강서로45길 144","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83087","37.55167","2022-03-06 10:57:52.0"
"GS160041","강서구","발산1동","내발산동 700","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83508","37.55268","2022-03-06 10:57:52.0"
"GS160042","강서구","발산1동","내발산동 708","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83495","37.551765","2022-03-06 10:57:52.0"
"GS160043","강서구","발산1동","강서로 279-22","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83501","37.55085","2022-03-06 10:57:52.0"
"GS160044","강서구","발산1동","강서로45라길 35","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83405","37.549286","2022-03-06 10:57:52.0"
"GS160045","강서구","발산1동","강서로47라길 64","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83311","37.55043","2022-03-06 10:57:52.0"
"GS160046","강서구","발산1동","강서로47다길 36","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83406","37.551426","2022-03-06 10:57:52.0"
"GS160047","강서구","발산1동","강서로47라길 37","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83274","37.551353","2022-03-06 10:57:52.0"
"GS160048","강서구","발산1동","강서로47라길 27","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83241","37.551853","2022-03-06 10:57:52.0"
"GS160049","강서구","발산1동","강서로47라길 10","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83205","37.55249","2022-03-06 10:57:52.0"
"GS160050","강서구","발산1동","강서로47마길 10","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8313","37.552242","2022-03-06 10:57:52.0"
"GS160051","강서구","발산1동","강서로47바길 40","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83046","37.551735","2022-03-06 10:57:52.0"
"GS160052","강서구","발산1동","강서로47바길 21","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83001","37.55244","2022-03-06 10:57:52.0"
"GS160053","강서구","발산1동","발산1동 742 수명산파크1단지 입구 CCTV","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.830185","37.553307","2022-03-06 10:57:52.0"
"GS160054","강서구","수명산다목적체육관","내발산동 748","","","4. 문화관광체육시설","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8258","37.549416","2022-03-06 10:57:52.0"
"GS160055","강서구","수명산다목적체육관","내발산동 748","","","4. 문화관광체육시설","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.82592","37.548344","2022-03-06 10:57:52.0"
"GS160056","강서구","발산1동","강서로 353","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83737","37.557335","2022-03-06 10:57:52.0"
"GS160057","강서구","발산1동","강서로 349","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8374","37.55694","2022-03-06 10:57:52.0"
"GS160058","강서구","발산1동","강서로 357","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83745","37.55764","2022-03-06 10:57:52.0"
"GS160059","강서구","발산1동","강서로 271","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8359","37.549934","2022-03-06 10:57:52.0"
"GS160060","강서구","발산1동","내발산동 681-5(지하1층)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.83317","37.55313","2022-03-06 10:57:52.0"
"GS160061","강서구","발산1동","내발산동 681-5(지상3층 다목적실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.83317","37.55313","2022-03-06 10:57:52.0"
"GS160062","강서구","발산1동","내발산동 681-5(지상4층 교육장)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.83317","37.55313","2022-03-06 10:57:52.0"
"GS160063","강서구","청소차고지","외발산동 268-7 1층 사무실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.82052","37.546837","2022-03-06 10:57:52.0"
"GS160064","강서구","청소차고지","외발산동 268-7 2층 컨테이너","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.82052","37.546837","2022-03-06 10:57:52.0"
"GS170004","강서구","공항동","공항동 60-28  지하 헬스장","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2016","실내","","126.81014","37.558804","2022-03-06 10:57:52.0"
"GS170005","강서구","공항동","공항동 60-28  1층 프로그램실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2016","실내","","126.81014","37.558804","2022-03-06 10:57:52.0"
"GS170006","강서구","공항동","공항동 60-28  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.81014","37.558804","2022-03-06 10:57:52.0"
"GS170007","강서구","공항동","공항동 60-28  2층 다목적실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.816925","37.5704","2022-03-06 10:57:52.0"
"GS170008","강서구","공항동","공항동 60-28  2층 송정작은도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.816925","37.5704","2022-03-06 10:57:52.0"
"GS170009","강서구","공항동","공항동 60-28  정면 2층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.8102","37.558758","2022-03-06 10:57:52.0"
"GS170027","강서구","공항동","송정로 71","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80972","37.561127","2022-03-06 10:57:52.0"
"GS170028","강서구","공항동","송정로 63-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80981","37.560505","2022-03-06 10:57:52.0"
"GS170029","강서구","공항동","송정로 53","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81009","37.559772","2022-03-06 10:57:52.0"
"GS170030","강서구","공항동","송정로 47","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81039","37.559097","2022-03-06 10:57:52.0"
"GS170031","강서구","공항동","송정로 39","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81077","37.558395","2022-03-06 10:57:52.0"
"GS170032","강서구","공항동","송정로 29-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81135","37.557686","2022-03-06 10:57:52.0"
"GS170033","강서구","공항동","송정로 21","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81186","37.557014","2022-03-06 10:57:52.0"
"GS170034","강서구","공항동","송정로 9","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.812164","37.556267","2022-03-06 10:57:52.0"
"GS170035","강서구","공항동","남부순환로7길 39","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80979","37.55943","2022-03-06 10:57:52.0"
"GS170036","강서구","공항동","공항대로2가길 19","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80925","37.559925","2022-03-06 10:57:52.0"
"GS170037","강서구","공항동","남부순환로5길 31","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80935","37.559113","2022-03-06 10:57:52.0"
"GS170038","강서구","공항동","공항동 69-30","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80812","37.558807","2022-03-06 10:57:52.0"
"GS170039","강서구","공항동","남부순환로7길 30","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80982","37.558514","2022-03-06 10:57:52.0"
"GS170040","강서구","공항동","공항대로4길 11","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.810776","37.560505","2022-03-06 10:57:52.0"
"GS170041","강서구","공항동","공항대로8길 13","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.812195","37.560425","2022-03-06 10:57:52.0"
"GS170042","강서구","공항동","공항대로8길 33-7","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81234","37.559525","2022-03-06 10:57:52.0"
"GS170043","강서구","공항동","공항대로8길 56","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81223","37.558514","2022-03-06 10:57:52.0"
"GS170044","강서구","공항동","공항대로8가길 12-8","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81344","37.55906","2022-03-06 10:57:52.0"
"GS170045","강서구","공항동","공항대로8가길 36","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81448","37.55843","2022-03-06 10:57:52.0"
"GS170046","강서구","공항동","방화대로7다길 13","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81483","37.55751","2022-03-06 10:57:52.0"
"GS170047","강서구","공항동","남부순환로11가길 28","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81371","37.554928","2022-03-06 10:57:52.0"
"GS170048","강서구","공항동","방화대로5다길 22-11","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.814606","37.55506","2022-03-06 10:57:52.0"
"GS170049","강서구","공항동","남부순환로11길 48","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81483","37.55578","2022-03-06 10:57:52.0"
"GS170050","강서구","공항동","방화대로8길 28","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.816986","37.556152","2022-03-06 10:57:52.0"
"GS170051","강서구","공항동","방화대로6가길 5","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.817","37.55469","2022-03-06 10:57:52.0"
"GS170052","강서구","공항동","방화대로6바길 5-14","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.818855","37.555607","2022-03-06 10:57:52.0"
"GS170053","강서구","다솔공원","공항동 1361","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.818214","37.555042","2022-03-06 10:57:52.0"
"GS170054","강서구","공항동","방화대로6가길2","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81668","37.55486","2022-03-06 10:57:52.0"
"GS170055","강서구","공항동","공항대로3길 18(송정역 1번 출구 앞 가로등)","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.811","37.562424","2022-03-06 10:57:52.0"
"GS170056","강서구","공항동","공항대로3길 18(미니스톱 쪽 횡단보도 ? 가로등)","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.811","37.562424","2022-03-06 10:57:52.0"
"GS170057","강서구","화곡8동","곰달래로25길 45 3층 다용도실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.84555","37.536987","2022-03-06 10:57:52.0"
"GS170058","강서구","공항동","공항동 1341","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81584","37.55442","2022-03-06 10:57:52.0"
"GS170059","강서구","공항동","공항동 1341","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81584","37.55442","2022-03-06 10:57:52.0"
"GS180026","강서구","방화1동","방화1동 733-2  지하헬스장","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2017","실내","","126.816925","37.5704","2022-03-06 10:57:52.0"
"GS180027","강서구","방화1동","방화1동 733-2  1층 민원실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2017","실내","","126.816925","37.5704","2022-03-06 10:57:52.0"
"GS180028","강서구","방화1동","방화1동 733-2  2층 글벗누리작은도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2017","실내","","126.816925","37.5704","2022-03-06 10:57:52.0"
"GS180029","강서구","방화1동","방화1동 733-2  3층 복도","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2017","실내","","126.816925","37.5704","2022-03-06 10:57:52.0"
"GS180031","강서구","방화1동","방화1동 733-2  2층 회의실 앞","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.80673","37.5667","2022-03-06 10:57:52.0"
"GS180033","강서구","방화1동","방화1동 733-2  4층 복도","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2017","실내","","126.80673","37.5667","2022-03-06 10:57:52.0"
"GS180034","강서구","방화1동","방화1동 733-2  정면 2층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.81667","37.564667","2022-03-06 10:57:52.0"
"GS180035","강서구","방화1동","방화1동 733-2  후면 2층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.81685","37.564663","2022-03-06 10:57:52.0"
"GS180036","강서구","강서통합관제센터","방화1동 733-1  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2015","실내","","126.81685","37.57051","2022-03-06 10:57:52.0"
"GS180037","강서구","강서통합관제센터","방화1동 733-1  2층 홍보체험관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2015","실내","","126.81685","37.57051","2022-03-06 10:57:52.0"
"GS180038","강서구","강서통합관제센터","방화1동 733-1  3층 상황실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2015","실내","","126.81685","37.57051","2022-03-06 10:57:52.0"
"GS180039","강서구","강서통합관제센터","방화1동 733-1  4층 회의실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2015","실내","","126.8507","37.53565","2022-03-06 10:57:52.0"
"GS180040","강서구","강서통합관제센터","방화1동 733-1  5층 도시관제팀 사무실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2015","실내","","126.86359","37.562397","2022-03-06 10:57:52.0"
"GS180087","강서구","방화1동","방화동로 1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80803","37.562054","2022-03-06 10:57:52.0"
"GS180088","강서구","방화1동","방화동로 6","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80844","37.562054","2022-03-06 10:57:52.0"
"GS180089","강서구","방화1동","방화동로 16","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8092","37.562504","2022-03-06 10:57:52.0"
"GS180090","강서구","방화1동","방화동로 24","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.80997","37.563072","2022-03-06 10:57:52.0"
"GS180091","강서구","방화1동","공항대로3길 18","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.810425","37.562813","2022-03-06 10:57:52.0"
"GS180092","강서구","방화1동","공항대로 3길 11","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81013","37.56206","2022-03-06 10:57:52.0"
"GS180093","강서구","방화1동","공항대로7길 11","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8123","37.561954","2022-03-06 10:57:52.0"
"GS180094","강서구","방화1동","공항대로7길 27","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81303","37.562614","2022-03-06 10:57:52.0"
"GS180095","강서구","방화1동","공항대로7나길 31","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.811874","37.5633","2022-03-06 10:57:52.0"
"GS180096","강서구","방화1동","방화대로21길 69","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81279","37.563763","2022-03-06 10:57:52.0"
"GS180097","강서구","방화1동","방화대로21길 45","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.814064","37.563133","2022-03-06 10:57:52.0"
"GS180098","강서구","방화1동","방화대로21길 26","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81519","37.56311","2022-03-06 10:57:52.0"
"GS180099","강서구","방화1동","방화대로23길 27","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.815094","37.564163","2022-03-06 10:57:52.0"
"GS180100","강서구","방화1동","공항대로53","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81331","37.561302","2022-03-06 10:57:52.0"
"GS180101","강서구","방화1동","공항동11-21","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81437","37.561176","2022-03-06 10:57:52.0"
"GS180102","강서구","방화1동","공항동12-3","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81625","37.56265","2022-03-06 10:57:52.0"
"GS180103","강서구","방화1동","초원로16길 3-9","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81536","37.567448","2022-03-06 10:57:52.0"
"GS180104","강서구","방화1동","방화동로 52","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81178","37.564995","2022-03-06 10:57:52.0"
"GS180105","강서구","방화1동","방화동로 44","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.811455","37.56453","2022-03-06 10:57:52.0"
"GS180106","강서구","방화1동","양천로18길 21","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81278","37.572495","2022-03-06 10:57:52.0"
"GS180107","강서구","방화1동","양천로 20가길 4","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81358","37.573013","2022-03-06 10:57:52.0"
"GS180108","강서구","방화1동","양천로24가길 31","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81399","37.57238","2022-03-06 10:57:52.0"
"GS180109","강서구","방화1동","양천로24길15","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.815575","37.572636","2022-03-06 10:57:52.0"
"GS180110","강서구","방화1동","방화동로 105","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81271","37.569874","2022-03-06 10:57:52.0"
"GS180111","강서구","방화1동","방화2동 580-130","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.812744","37.569084","2022-03-06 10:57:52.0"
"GS180112","강서구","방화1동","방화동로14길 37","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81541","37.569138","2022-03-06 10:57:52.0"
"GS180113","강서구","방화1동","양천로24길 113","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.815315","37.56827","2022-03-06 10:57:52.0"
"GS180114","강서구","방화1동","초원로 66","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81267","37.567265","2022-03-06 10:57:52.0"
"GS180115","강서구","방화1동","방화동로12길 9","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.81377","37.566647","2022-03-06 10:57:52.0"
